ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
6525159,F,Y,N,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,-11765,-797,1,0,0,0,Cooking staff,4.0
6525160,F,Y,N,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,-11765,-797,1,0,0,0,Cooking staff,4.0
6525161,F,Y,N,2,81000.0,Working,Secondary / secondary special,Married,House / apartment,-11765,-797,1,0,0,0,Cooking staff,4.0
6525162,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18074,-1102,1,1,1,0,Drivers,2.0
6525163,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-10107,-2807,1,1,1,0,Sales staff,3.0
6525168,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9441,-1801,1,1,1,0,Laborers,3.0
6525169,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9441,-1801,1,1,1,0,Laborers,3.0
6525170,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9441,-1801,1,1,1,0,Laborers,3.0
6525171,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9441,-1801,1,1,1,0,Laborers,3.0
6525172,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9441,-1801,1,1,1,0,Laborers,3.0
6525173,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9441,-1801,1,1,1,0,Laborers,3.0
6525174,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9441,-1801,1,1,1,0,Laborers,3.0
6525175,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9441,-1801,1,1,1,0,Laborers,3.0
6525176,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13825,-1011,1,1,1,0,Sales staff,1.0
6525177,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19826,-1071,1,0,0,0,Drivers,2.0
6525178,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19826,-1071,1,0,0,0,Drivers,2.0
6525179,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19826,-1071,1,0,0,0,Drivers,2.0
6525188,M,N,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24270,365243,1,0,0,0,,2.0
6525189,F,N,N,0,45000.0,Working,Secondary / secondary special,Separated,House / apartment,-10949,-1681,1,1,1,0,,1.0
6525190,F,N,N,0,45000.0,Working,Secondary / secondary special,Separated,House / apartment,-10949,-1681,1,1,1,0,,1.0
6525191,F,N,N,0,45000.0,Working,Secondary / secondary special,Separated,House / apartment,-10949,-1681,1,1,1,0,,1.0
6525192,F,N,N,0,45000.0,Working,Secondary / secondary special,Separated,House / apartment,-10949,-1681,1,1,1,0,,1.0
6525193,M,N,N,1,157500.0,State servant,Secondary / secondary special,Married,With parents,-12638,-5180,1,0,0,0,Core staff,3.0
6525194,M,N,N,1,157500.0,State servant,Secondary / secondary special,Married,With parents,-12638,-5180,1,0,0,0,Core staff,3.0
6525195,M,N,N,1,157500.0,State servant,Secondary / secondary special,Married,With parents,-12638,-5180,1,0,0,0,Core staff,3.0
6525196,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,-13444,-6094,1,1,0,0,Core staff,3.0
6525197,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,-13444,-6094,1,1,0,0,Core staff,3.0
6525198,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,-13444,-6094,1,1,0,0,Core staff,3.0
6525199,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,-13444,-6094,1,1,0,0,Core staff,3.0
6525200,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,-13444,-6094,1,1,0,0,Core staff,3.0
6525201,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,-13444,-6094,1,1,0,0,Core staff,3.0
6525202,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,-13444,-6094,1,1,0,0,Core staff,3.0
6525212,F,N,Y,0,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16134,-340,1,0,0,0,Core staff,2.0
6525213,F,N,Y,0,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16134,-340,1,0,0,0,Core staff,2.0
6525215,F,N,Y,0,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16134,-340,1,0,0,0,Core staff,2.0
6525216,F,N,Y,0,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16134,-340,1,0,0,0,Core staff,2.0
6525217,F,N,Y,0,81000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16134,-340,1,0,0,0,Core staff,2.0
6525218,F,Y,N,1,216000.0,Working,Secondary / secondary special,Married,With parents,-12682,-2015,1,1,1,0,Laborers,3.0
6525219,F,Y,N,1,216000.0,Working,Secondary / secondary special,Married,With parents,-12682,-2015,1,1,1,0,Laborers,3.0
6525220,F,Y,N,1,216000.0,Working,Secondary / secondary special,Married,With parents,-12682,-2015,1,1,1,0,Laborers,3.0
6525221,F,Y,N,1,216000.0,Working,Secondary / secondary special,Married,With parents,-12682,-2015,1,1,1,0,Laborers,3.0
6525222,M,N,Y,0,99000.0,Working,Lower secondary,Civil marriage,House / apartment,-8655,-1224,1,1,0,0,Drivers,2.0
6525223,M,N,Y,0,99000.0,Working,Lower secondary,Civil marriage,House / apartment,-8655,-1224,1,1,0,0,Drivers,2.0
6525224,F,Y,Y,3,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11852,-615,1,1,1,0,Sales staff,5.0
6525225,F,Y,Y,3,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11852,-615,1,1,1,0,Sales staff,5.0
6525226,F,Y,Y,3,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11852,-615,1,1,1,0,Sales staff,5.0
6525227,F,Y,Y,3,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11852,-615,1,1,1,0,Sales staff,5.0
6525228,F,Y,Y,3,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11852,-615,1,1,1,0,Sales staff,5.0
6525229,F,Y,Y,3,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11852,-615,1,1,1,0,Sales staff,5.0
6525230,F,Y,Y,3,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11852,-615,1,1,1,0,Sales staff,5.0
6525233,F,Y,Y,3,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11852,-615,1,1,1,0,Sales staff,5.0
6525234,F,Y,Y,3,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11852,-615,1,1,1,0,Sales staff,5.0
6525250,M,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20413,365243,1,0,0,0,,2.0
6525251,M,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20413,365243,1,0,0,0,,2.0
6525252,M,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20413,365243,1,0,0,0,,2.0
6525253,M,Y,Y,4,301500.0,Commercial associate,Higher education,Married,House / apartment,-14869,-705,1,0,0,0,Laborers,6.0
6525254,M,Y,Y,4,301500.0,Commercial associate,Higher education,Married,House / apartment,-14869,-705,1,0,0,0,Laborers,6.0
6525255,M,Y,Y,4,301500.0,Commercial associate,Higher education,Married,House / apartment,-14869,-705,1,0,0,0,Laborers,6.0
6525256,M,Y,Y,4,301500.0,Commercial associate,Higher education,Married,House / apartment,-14869,-705,1,0,0,0,Laborers,6.0
6525257,M,Y,Y,4,301500.0,Commercial associate,Higher education,Married,House / apartment,-14869,-705,1,0,0,0,Laborers,6.0
6525258,M,Y,Y,4,301500.0,Commercial associate,Higher education,Married,House / apartment,-14869,-705,1,0,0,0,Laborers,6.0
6525259,M,Y,Y,4,301500.0,Commercial associate,Higher education,Married,House / apartment,-14869,-705,1,0,0,0,Laborers,6.0
6525260,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11172,-2046,1,1,1,0,Sales staff,4.0
6525261,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11172,-2046,1,1,1,0,Sales staff,4.0
6525262,F,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15606,-7341,1,0,0,0,High skill tech staff,2.0
6525263,M,N,N,0,450000.0,Working,Higher education,Married,House / apartment,-11377,-3262,1,1,0,0,Managers,2.0
6525264,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18350,-1040,1,0,0,0,Drivers,2.0
6525265,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18350,-1040,1,0,0,0,Drivers,2.0
6525266,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18350,-1040,1,0,0,0,Drivers,2.0
6525267,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18350,-1040,1,0,0,0,Drivers,2.0
6525268,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18350,-1040,1,0,0,0,Drivers,2.0
6525269,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18350,-1040,1,0,0,0,Drivers,2.0
6525271,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18350,-1040,1,0,0,0,Drivers,2.0
6525272,M,N,Y,0,265950.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12221,-2076,1,0,0,0,Laborers,2.0
6525283,F,N,Y,0,133650.0,State servant,Secondary / secondary special,Separated,House / apartment,-17033,-6671,1,0,0,0,High skill tech staff,1.0
6525284,F,N,Y,0,133650.0,State servant,Secondary / secondary special,Separated,House / apartment,-17033,-6671,1,0,0,0,High skill tech staff,1.0
6525285,F,N,Y,0,133650.0,State servant,Secondary / secondary special,Separated,House / apartment,-17033,-6671,1,0,0,0,High skill tech staff,1.0
6525286,F,N,Y,0,133650.0,State servant,Secondary / secondary special,Separated,House / apartment,-17033,-6671,1,0,0,0,High skill tech staff,1.0
6525287,F,N,Y,0,133650.0,State servant,Secondary / secondary special,Separated,House / apartment,-17033,-6671,1,0,0,0,High skill tech staff,1.0
6525288,F,N,Y,0,133650.0,State servant,Secondary / secondary special,Separated,House / apartment,-17033,-6671,1,0,0,0,High skill tech staff,1.0
6525289,F,N,Y,0,133650.0,State servant,Secondary / secondary special,Separated,House / apartment,-17033,-6671,1,0,0,0,High skill tech staff,1.0
6525290,F,N,Y,0,133650.0,State servant,Secondary / secondary special,Separated,House / apartment,-17033,-6671,1,0,0,0,High skill tech staff,1.0
6525291,F,N,Y,0,133650.0,State servant,Secondary / secondary special,Separated,House / apartment,-17033,-6671,1,0,0,0,High skill tech staff,1.0
6525292,F,N,Y,0,133650.0,State servant,Secondary / secondary special,Separated,House / apartment,-17033,-6671,1,0,0,0,High skill tech staff,1.0
6525293,F,N,Y,0,133650.0,State servant,Secondary / secondary special,Separated,House / apartment,-17033,-6671,1,0,0,0,High skill tech staff,1.0
6525295,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19590,365243,1,0,0,0,,2.0
6525301,M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-20554,-1650,1,0,1,0,Security staff,2.0
6525302,F,N,Y,1,270000.0,Commercial associate,Higher education,Married,House / apartment,-13930,-3993,1,0,0,0,Managers,3.0
6525304,F,N,Y,1,270000.0,Commercial associate,Higher education,Married,House / apartment,-13930,-3993,1,0,0,0,Managers,3.0
6525305,F,N,Y,1,270000.0,Commercial associate,Higher education,Married,House / apartment,-13930,-3993,1,0,0,0,Managers,3.0
6525306,F,N,Y,1,270000.0,Commercial associate,Higher education,Married,House / apartment,-13930,-3993,1,0,0,0,Managers,3.0
6525307,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,With parents,-15745,-2135,1,0,1,0,Managers,2.0
6525308,M,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-14989,-2166,1,0,0,0,Laborers,1.0
6525309,M,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-14989,-2166,1,0,0,0,Laborers,1.0
6525310,M,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-14989,-2166,1,0,0,0,Laborers,1.0
6525311,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14495,-585,1,1,1,0,Sales staff,3.0
6525313,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14495,-585,1,1,1,0,Sales staff,3.0
6525314,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14495,-585,1,1,1,0,Sales staff,3.0
6525315,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16459,-3596,1,0,0,0,Laborers,3.0
6525316,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16522,-2928,1,0,0,0,,2.0
6525317,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16522,-2928,1,0,0,0,,2.0
6525318,F,N,N,0,675000.0,Commercial associate,Higher education,Single / not married,House / apartment,-19060,-919,1,0,0,0,,1.0
6525320,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17580,-1681,1,0,0,0,,2.0
6525337,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10024,-401,1,1,0,0,Sales staff,1.0
6525338,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10024,-401,1,1,0,0,Sales staff,1.0
6525339,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10024,-401,1,1,0,0,Sales staff,1.0
6525341,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10024,-401,1,1,0,0,Sales staff,1.0
6525344,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10024,-401,1,1,0,0,Sales staff,1.0
6525346,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10024,-401,1,1,0,0,Sales staff,1.0
6525347,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10024,-401,1,1,0,0,Sales staff,1.0
6525348,F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10024,-401,1,1,0,0,Sales staff,1.0
6525349,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19584,365243,1,0,0,0,,1.0
6525350,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19584,365243,1,0,0,0,,1.0
6525351,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19584,365243,1,0,0,0,,1.0
6525352,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19584,365243,1,0,0,0,,1.0
6525353,M,Y,Y,0,225000.0,Working,Higher education,Married,Office apartment,-11576,-189,1,0,1,0,Drivers,2.0
6525354,M,Y,Y,0,225000.0,Working,Higher education,Married,Office apartment,-11576,-189,1,0,1,0,Drivers,2.0
6525355,M,Y,Y,0,225000.0,Working,Higher education,Married,Office apartment,-11576,-189,1,0,1,0,Drivers,2.0
6525356,M,Y,Y,0,225000.0,Working,Higher education,Married,Office apartment,-11576,-189,1,0,1,0,Drivers,2.0
6525357,M,Y,Y,0,225000.0,Working,Higher education,Married,Office apartment,-11576,-189,1,0,1,0,Drivers,2.0
6525358,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18563,-250,1,0,0,0,Laborers,1.0
6525359,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18563,-250,1,0,0,0,Laborers,1.0
6525364,M,Y,N,0,135000.0,Working,Secondary / secondary special,Separated,With parents,-10728,-159,1,0,0,0,Laborers,1.0
6525365,M,N,Y,0,450000.0,Working,Higher education,Married,House / apartment,-20524,-2166,1,0,0,0,Managers,2.0
6525366,M,N,Y,0,450000.0,Working,Higher education,Married,House / apartment,-20524,-2166,1,0,0,0,Managers,2.0
6525367,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23026,365243,1,0,1,0,,2.0
6525369,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20997,365243,1,0,0,0,,1.0
6525370,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20997,365243,1,0,0,0,,1.0
6525371,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20997,365243,1,0,0,0,,1.0
6525372,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20997,365243,1,0,0,0,,1.0
6525373,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20997,365243,1,0,0,0,,1.0
6525374,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20997,365243,1,0,0,0,,1.0
6525375,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20997,365243,1,0,0,0,,1.0
6525376,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20997,365243,1,0,0,0,,1.0
6525378,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20997,365243,1,0,0,0,,1.0
6525380,M,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,With parents,-10176,-919,1,0,0,0,Drivers,1.0
6525381,M,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,With parents,-10176,-919,1,0,0,0,Drivers,1.0
6525385,F,N,Y,0,166500.0,Working,Secondary / secondary special,Separated,House / apartment,-17183,-7402,1,1,1,0,,1.0
6525386,F,N,Y,0,166500.0,Working,Secondary / secondary special,Separated,House / apartment,-17183,-7402,1,1,1,0,,1.0
6525387,F,N,Y,0,166500.0,Working,Secondary / secondary special,Separated,House / apartment,-17183,-7402,1,1,1,0,,1.0
6525388,F,N,Y,0,166500.0,Working,Secondary / secondary special,Separated,House / apartment,-17183,-7402,1,1,1,0,,1.0
6525389,F,N,Y,0,166500.0,Working,Secondary / secondary special,Separated,House / apartment,-17183,-7402,1,1,1,0,,1.0
6525390,F,N,Y,0,166500.0,Working,Secondary / secondary special,Separated,House / apartment,-17183,-7402,1,1,1,0,,1.0
6525391,F,N,Y,0,166500.0,Working,Secondary / secondary special,Separated,House / apartment,-17183,-7402,1,1,1,0,,1.0
6525392,F,N,Y,0,166500.0,Working,Secondary / secondary special,Separated,House / apartment,-17183,-7402,1,1,1,0,,1.0
6525393,F,N,Y,0,166500.0,Working,Secondary / secondary special,Separated,House / apartment,-17183,-7402,1,1,1,0,,1.0
6525394,M,N,Y,0,135000.0,Pensioner,Higher education,Civil marriage,House / apartment,-20944,365243,1,0,1,0,,2.0
6525398,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16313,-5088,1,0,0,0,Laborers,2.0
6525399,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16313,-5088,1,0,0,0,Laborers,2.0
6525400,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16313,-5088,1,0,0,0,Laborers,2.0
6525401,F,Y,Y,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15633,-1681,1,0,1,0,Secretaries,4.0
6525402,M,Y,Y,0,225000.0,State servant,Higher education,Separated,House / apartment,-18255,-7099,1,0,1,0,Core staff,1.0
6525403,M,Y,Y,0,225000.0,State servant,Higher education,Separated,House / apartment,-18255,-7099,1,0,1,0,Core staff,1.0
6525406,M,Y,Y,0,225000.0,State servant,Higher education,Separated,House / apartment,-18255,-7099,1,0,1,0,Core staff,1.0
6525409,M,Y,Y,0,225000.0,State servant,Higher education,Separated,House / apartment,-18255,-7099,1,0,1,0,Core staff,1.0
6525412,M,Y,Y,0,225000.0,State servant,Higher education,Separated,House / apartment,-18255,-7099,1,0,1,0,Core staff,1.0
6525413,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13357,-220,1,1,1,1,Laborers,2.0
6525414,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13357,-220,1,1,1,1,Laborers,2.0
6525415,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13357,-220,1,1,1,1,Laborers,2.0
6525421,M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21162,-4603,1,0,1,0,Drivers,2.0
6525422,M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21162,-4603,1,0,1,0,Drivers,2.0
6525423,M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21162,-4603,1,0,1,0,Drivers,2.0
6525424,M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-21162,-4603,1,0,1,0,Drivers,2.0
6525437,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10698,-340,1,1,1,0,Drivers,2.0
6525438,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10698,-340,1,1,1,0,Drivers,2.0
6525439,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10698,-340,1,1,1,0,Drivers,2.0
6525440,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10698,-340,1,1,1,0,Drivers,2.0
6525441,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21851,365243,1,0,0,0,,1.0
6525443,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21851,365243,1,0,0,0,,1.0
6525444,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21851,365243,1,0,0,0,,1.0
6525445,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21851,365243,1,0,0,0,,1.0
6525446,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21851,365243,1,0,0,0,,1.0
6525447,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21851,365243,1,0,0,0,,1.0
6525448,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21851,365243,1,0,0,0,,1.0
6525449,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21851,365243,1,0,0,0,,1.0
6525453,M,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13703,-705,1,0,0,0,Laborers,2.0
6525454,M,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13703,-705,1,0,0,0,Laborers,2.0
6525455,M,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13703,-705,1,0,0,0,Laborers,2.0
6525456,M,Y,Y,0,256500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13703,-705,1,0,0,0,Laborers,2.0
6525457,F,Y,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-13742,-524,1,1,0,0,Sales staff,4.0
6525465,M,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13742,-2472,1,1,0,0,Laborers,2.0
6525466,F,Y,Y,1,216000.0,Working,Higher education,Married,House / apartment,-15591,-554,1,0,0,0,Drivers,3.0
6525467,F,Y,Y,1,216000.0,Working,Higher education,Married,House / apartment,-15591,-554,1,0,0,0,Drivers,3.0
6525468,F,Y,Y,1,216000.0,Working,Higher education,Married,House / apartment,-15591,-554,1,0,0,0,Drivers,3.0
6525470,F,Y,Y,1,216000.0,Working,Higher education,Married,House / apartment,-15591,-554,1,0,0,0,Drivers,3.0
6525471,F,Y,Y,1,216000.0,Working,Higher education,Married,House / apartment,-15591,-554,1,0,0,0,Drivers,3.0
6525473,F,Y,Y,1,216000.0,Working,Higher education,Married,House / apartment,-15591,-554,1,0,0,0,Drivers,3.0
6525474,F,N,Y,0,175500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12326,-2624,1,1,1,0,,2.0
6525475,F,N,Y,0,175500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12326,-2624,1,1,1,0,,2.0
6525477,F,N,Y,0,175500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12326,-2624,1,1,1,0,,2.0
6525478,F,N,Y,0,175500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12326,-2624,1,1,1,0,,2.0
6525479,F,N,Y,0,175500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12326,-2624,1,1,1,0,,2.0
6525480,F,N,Y,0,175500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12326,-2624,1,1,1,0,,2.0
6525481,F,N,Y,0,175500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12326,-2624,1,1,1,0,,2.0
6525482,F,N,Y,0,175500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12326,-2624,1,1,1,0,,2.0
6525483,F,N,Y,0,175500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12326,-2624,1,1,1,0,,2.0
6525484,F,N,Y,0,175500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12326,-2624,1,1,1,0,,2.0
6525485,F,N,Y,0,175500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12326,-2624,1,1,1,0,,2.0
6525486,M,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12557,-1377,1,0,0,0,Laborers,2.0
6525487,M,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12557,-1377,1,0,0,0,Laborers,2.0
6525488,M,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12557,-1377,1,0,0,0,Laborers,2.0
6525489,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20757,-2288,1,0,1,0,Sales staff,2.0
6525490,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20757,-2288,1,0,1,0,Sales staff,2.0
6525497,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10012,-646,1,0,0,0,Sales staff,3.0
6525498,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10012,-646,1,0,0,0,Sales staff,3.0
6525499,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10012,-646,1,0,0,0,Sales staff,3.0
6525500,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10012,-646,1,0,0,0,Sales staff,3.0
6525501,M,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18453,-2288,1,0,0,0,Laborers,2.0
6525502,M,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18453,-2288,1,0,0,0,Laborers,2.0
6525503,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10631,-980,1,1,1,0,Laborers,2.0
6525504,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10631,-980,1,1,1,0,Laborers,2.0
